,word,char0,char1,char2,char3,char4,score
178409,males,m,a,l,e,s,0.583657587548638
276975,salem,s,a,l,e,m,0.5836575875486378
31591,benes,b,e,n,e,s,0.5832684824902722
227674,pates,p,a,t,e,s,0.5824902723735408
25419,baaed,b,a,a,e,d,0.5824902723735406
37533,boles,b,o,l,e,s,0.5821011673151748
297588,sorer,s,o,r,e,r,0.5813229571984434
278466,saree,s,a,r,e,e,0.5805447470817119
296032,soars,s,o,a,r,s,0.5805447470817119
175282,lores,l,o,r,e,s,0.5801556420233461
297582,sorel,s,o,r,e,l,0.5801556420233461
283690,semes,s,e,m,e,s,0.5797665369649804
319302,teres,t,e,r,e,s,0.5797665369649804
296455,sokes,s,o,k,e,s,0.5797665369649804
39617,braes,b,r,a,e,s,0.5793774319066145
58308,cires,c,i,r,e,s,0.5785992217898831
44324,cades,c,a,d,e,s,0.5785992217898831
76451,dales,d,a,l,e,s,0.578599221789883
45707,cames,c,a,m,e,s,0.5782101167315173
47952,caret,c,a,r,e,t,0.5782101167315172
28530,bases,b,a,s,e,s,0.5778210116731516
181143,mates,m,a,t,e,s,0.5774319066147858
57711,cines,c,i,n,e,s,0.5774319066147858
278693,satem,s,a,t,e,m,0.5774319066147858
325272,toles,t,o,l,e,s,0.5774319066147857
44524,cages,c,a,g,e,s,0.57704280155642
260206,rales,r,a,l,e,s,0.5762645914396886
110256,fates,f,a,t,e,s,0.5758754863813228
276812,sails,s,a,i,l,s,0.5747081712062255
313373,sures,s,u,r,e,s,0.573929961089494
292467,sises,s,i,s,e,s,0.5735408560311283
197005,nares,n,a,r,e,s,0.5727626459143967
230573,peres,p,e,r,e,s,0.5727626459143967
278674,sated,s,a,t,e,d,0.572373540856031
278488,saris,s,a,r,i,s,0.572373540856031
77182,dates,d,a,t,e,s,0.572373540856031
229597,penes,p,e,n,e,s,0.5715953307392995
196729,nanes,n,a,n,e,s,0.5715953307392995
294300,sloes,s,l,o,e,s,0.5712062256809337
326506,totes,t,o,t,e,s,0.5712062256809336
356963,vanes,v,a,n,e,s,0.570817120622568
241566,poles,p,o,l,e,s,0.5704280155642021
261000,rates,r,a,t,e,s,0.5700389105058364
69959,coses,c,o,s,e,s,0.5700389105058363
282621,seats,s,e,a,t,s,0.5700389105058363
143388,hones,h,o,n,e,s,0.5688715953307392
59040,claes,c,l,a,e,s,0.5684824902723733
128075,gores,g,o,r,e,s,0.5680933852140077
288208,shies,s,h,i,e,s,0.5680933852140075
183754,meres,m,e,r,e,s,0.5677042801556419
50202,caves,c,a,v,e,s,0.5677042801556418
46833,capes,c,a,p,e,s,0.5677042801556418
27927,baret,b,a,r,e,t,0.5677042801556418
72932,cries,c,r,i,e,s,0.5677042801556418
296583,solea,s,o,l,e,a,0.5677042801556418
34194,bines,b,i,n,e,s,0.5669260700389104
163050,kanes,k,a,n,e,s,0.5665369649805446
160302,janes,j,a,n,e,s,0.5665369649805446
111324,feres,f,e,r,e,s,0.5661478599221789
227199,pases,p,a,s,e,s,0.5661478599221789
297620,sorns,s,o,r,n,s,0.5653696498054473
191455,moles,m,o,l,e,s,0.5653696498054472
51767,cetes,c,e,t,e,s,0.5653696498054472
132580,hales,h,a,l,e,s,0.5649805447470815
362185,wales,w,a,l,e,s,0.5645914396887157
289820,sides,s,i,d,e,s,0.5638132295719843
324505,tires,t,i,r,e,s,0.5634241245136186
315902,tames,t,a,m,e,s,0.5630350194552527
121244,gales,g,a,l,e,s,0.5630350194552527
289588,sices,s,i,c,e,s,0.562645914396887
285951,sered,s,e,r,e,d,0.5626459143968869
314965,taces,t,a,c,e,s,0.5622568093385213
323965,tines,t,i,n,e,s,0.5622568093385213
297571,soree,s,o,r,e,e,0.5622568093385212
16608,aotes,a,o,t,e,s,0.5614785992217898
81095,denes,d,e,n,e,s,0.5614785992217897
47903,cared,c,a,r,e,d,0.5610894941634239
285988,serer,s,e,r,e,r,0.5603112840466924
61723,codes,c,o,d,e,s,0.5603112840466924
296601,soled,s,o,l,e,d,0.5603112840466923
91087,doles,d,o,l,e,s,0.5603112840466923
63760,comes,c,o,m,e,s,0.5599221789883266
46252,caned,c,a,n,e,d,0.5599221789883266
286847,sexes,s,e,x,e,s,0.559533073929961
282566,sears,s,e,a,r,s,0.5595330739299609
44984,caleb,c,a,l,e,b,0.5595330739299607
298242,spaes,s,p,a,e,s,0.5591439688715951
297706,sorts,s,o,r,t,s,0.5591439688715951
267626,renes,r,e,n,e,s,0.5591439688715951
193922,motes,m,o,t,e,s,0.5591439688715951
134229,hates,h,a,t,e,s,0.5587548638132295
47937,carer,c,a,r,e,r,0.5587548638132294
278526,saros,s,a,r,o,s,0.5583657587548637
25495,babes,b,a,b,e,s,0.5579766536964978
170402,lenes,l,e,n,e,s,0.5579766536964978
273941,roles,r,o,l,e,s,0.5579766536964978
296671,soler,s,o,l,e,r,0.5579766536964977
46278,caner,c,a,n,e,r,0.5575875486381321
282476,seals,s,e,a,l,s,0.5575875486381321
44678,cakes,c,a,k,e,s,0.5571984435797663
40735,bries,b,r,i,e,s,0.5571984435797662
122739,gates,g,a,t,e,s,0.5568093385214007
46253,canel,c,a,n,e,l,0.5564202334630348
296427,soils,s,o,i,l,s,0.5564202334630348
318224,teles,t,e,l,e,s,0.5564202334630347
236998,pines,p,i,n,e,s,0.5552529182879377
222582,paces,p,a,c,e,s,0.5552529182879377
32714,betes,b,e,t,e,s,0.5548638132295718
223008,pages,p,a,g,e,s,0.5548638132295718
91897,dotes,d,o,t,e,s,0.5540856031128403
277343,salts,s,a,l,t,s,0.5540856031128402
260877,rases,r,a,s,e,s,0.5536964980544745
44469,cafes,c,a,f,e,s,0.5536964980544745
297492,soras,s,o,r,a,s,0.5533073929961089
316555,tarea,t,a,r,e,a,0.5533073929961089
314803,tabes,t,a,b,e,s,0.5533073929961088
276752,saids,s,a,i,d,s,0.5533073929961088
203633,nones,n,o,n,e,s,0.5533073929961088
292166,sipes,s,i,p,e,s,0.552918287937743
297399,soots,s,o,o,t,s,0.5529182879377429
44596,cains,c,a,i,n,s,0.5525291828793772
168718,lases,l,a,s,e,s,0.5525291828793772
316341,tapes,t,a,p,e,s,0.5525291828793772
329722,tries,t,r,i,e,s,0.5525291828793771
288712,shoes,s,h,o,e,s,0.5521400778210115
274644,rotes,r,o,t,e,s,0.5517509727626457
297733,soter,s,o,t,e,r,0.5517509727626457
188351,mires,m,i,r,e,s,0.5513618677042801
27898,bared,b,a,r,e,d,0.5505836575875485
187765,mines,m,i,n,e,s,0.5501945525291827
295972,soaks,s,o,a,k,s,0.5501945525291827
176714,maces,m,a,c,e,s,0.5501945525291827
61130,coats,c,o,a,t,s,0.5501945525291826
109146,fades,f,a,d,e,s,0.549805447470817
113202,fires,f,i,r,e,s,0.549805447470817
179096,manet,m,a,n,e,t,0.5498054474708169
177380,mages,m,a,g,e,s,0.5498054474708169
37170,bodes,b,o,d,e,s,0.5498054474708169
68481,copes,c,o,p,e,s,0.5494163424124512
71509,coves,c,o,v,e,s,0.5494163424124512
109587,fames,f,a,m,e,s,0.5494163424124512
229269,peles,p,e,l,e,s,0.5494163424124512
27405,baned,b,a,n,e,d,0.5494163424124511
285952,sereh,s,e,r,e,h,0.5490272373540854
137061,heres,h,e,r,e,s,0.5490272373540854
58612,cites,c,i,t,e,s,0.5490272373540854
112917,fines,f,i,n,e,s,0.5486381322957198
108955,faces,f,a,c,e,s,0.5486381322957198
356685,vales,v,a,l,e,s,0.5486381322957197
161749,jones,j,o,n,e,s,0.5482490272373539
27920,barer,b,a,r,e,r,0.5482490272373539
243778,poses,p,o,s,e,s,0.5478599221789882
26611,bakes,b,a,k,e,s,0.5466926070038909
142426,holes,h,o,l,e,s,0.5466926070038908
292318,sired,s,i,r,e,d,0.5463035019455251
123515,genes,g,e,n,e,s,0.5459143968871594
76543,dames,d,a,m,e,s,0.5459143968871594
316556,tared,t,a,r,e,d,0.5459143968871594
228197,paves,p,a,v,e,s,0.5455252918287936
25432,baals,b,a,a,l,s,0.5455252918287936
250414,pries,p,r,i,e,s,0.5455252918287936
304352,sties,s,t,i,e,s,0.5451361867704279
86089,dines,d,i,n,e,s,0.5451361867704279
75971,daces,d,a,c,e,s,0.5451361867704279
326090,toret,t,o,r,e,t,0.5447470817120621
297060,somet,s,o,m,e,t,0.5447470817120621
127573,goles,g,o,l,e,s,0.544747081712062
33889,biles,b,i,l,e,s,0.544747081712062
325434,tomes,t,o,m,e,s,0.544747081712062
194144,moues,m,o,u,e,s,0.5443579766536963
162887,kales,k,a,l,e,s,0.5443579766536963
182826,meles,m,e,l,e,s,0.5443579766536962
278464,sards,s,a,r,d,s,0.5435797665369648
296392,soget,s,o,g,e,t,0.5435797665369646
292711,sixes,s,i,x,e,s,0.5431906614785991
197241,nates,n,a,t,e,s,0.5431906614785991
48268,carns,c,a,r,n,s,0.5428015564202333
259353,races,r,a,c,e,s,0.5428015564202333
19675,aries,a,r,i,e,s,0.5428015564202333
317301,taxes,t,a,x,e,s,0.5428015564202333
278780,satis,s,a,t,i,s,0.5428015564202333
167176,lades,l,a,d,e,s,0.5428015564202333
193820,moses,m,o,s,e,s,0.5428015564202332
68987,cored,c,o,r,e,d,0.5428015564202332
259925,rages,r,a,g,e,s,0.5424124513618676
357494,vates,v,a,t,e,s,0.5424124513618676
167686,lames,l,a,m,e,s,0.5424124513618676
277525,samel,s,a,m,e,l,0.5424124513618676
290232,sikes,s,i,k,e,s,0.5424124513618676
277818,sands,s,a,n,d,s,0.5424124513618676
276648,sager,s,a,g,e,r,0.5424124513618674
72569,crees,c,r,e,e,s,0.5420233463035017
315510,takes,t,a,k,e,s,0.5420233463035017
172800,lines,l,i,n,e,s,0.541634241245136
166877,laces,l,a,c,e,s,0.541634241245136
91409,donec,d,o,n,e,c,0.5416342412451359
65733,coned,c,o,n,e,d,0.5416342412451359
295505,snies,s,n,i,e,s,0.5416342412451359
289476,sials,s,i,a,l,s,0.5412451361867703
44992,calef,c,a,l,e,f,0.5412451361867701
122353,gases,g,a,s,e,s,0.5404669260700388
69040,corer,c,o,r,e,r,0.5404669260700387
323575,tiles,t,i,l,e,s,0.5400778210116729
71711,coxes,c,o,x,e,s,0.5396887159533073
108875,fabes,f,a,b,e,s,0.5396887159533073
37019,boats,b,o,a,t,s,0.539688715953307
50371,cedes,c,e,d,e,s,0.5392996108949415
80003,deles,d,e,l,e,s,0.5392996108949414
65755,coner,c,o,n,e,r,0.5392996108949414
226330,pared,p,a,r,e,d,0.5389105058365757
118967,fries,f,r,i,e,s,0.5389105058365756
62608,cokes,c,o,k,e,s,0.5389105058365756
35189,bites,b,i,t,e,s,0.53852140077821
185181,metes,m,e,t,e,s,0.5381322957198441
296009,soaps,s,o,a,p,s,0.5377431906614785
224530,paned,p,a,n,e,d,0.5377431906614785
243397,poret,p,o,r,e,t,0.5377431906614785
242865,pomes,p,o,m,e,s,0.5377431906614785
157691,yores,y,o,r,e,s,0.5377431906614785
61005,coals,c,o,a,l,s,0.5377431906614785
91839,doses,d,o,s,e,s,0.5377431906614784
276827,saint,s,a,i,n,t,0.5373540856031127
315435,tains,t,a,i,n,s,0.5373540856031126
274743,roues,r,o,u,e,s,0.536964980544747
285521,sents,s,e,n,t,s,0.5369649805447468
299731,spies,s,p,i,e,s,0.5369649805447468
266843,reles,r,e,l,e,s,0.5369649805447468
226408,parer,p,a,r,e,r,0.5365758754863812
111739,fetes,f,e,t,e,s,0.5365758754863812
278499,sarks,s,a,r,k,s,0.5365758754863812
48674,carts,c,a,r,t,s,0.5365758754863811
68201,cooed,c,o,o,e,d,0.536575875486381
62724,colet,c,o,l,e,t,0.536575875486381
292769,sizes,s,i,z,e,s,0.5361867704280154
317459,teaer,t,e,a,e,r,0.5361867704280153
276048,sabed,s,a,b,e,d,0.5361867704280153
228288,paxes,p,a,x,e,s,0.5357976653696497
26551,baits,b,a,i,t,s,0.5357976653696495
226344,parel,p,a,r,e,l,0.5354085603112839
93052,dries,d,r,i,e,s,0.5354085603112838
274501,roses,r,o,s,e,s,0.5354085603112838
46696,cants,c,a,n,t,s,0.5354085603112838
279068,saved,s,a,v,e,d,0.5354085603112838
94900,eases,e,a,s,e,s,0.5346303501945523
297591,sorex,s,o,r,e,x,0.5346303501945523
369703,zones,z,o,n,e,s,0.5342412451361866
224552,panel,p,a,n,e,l,0.5342412451361866
62531,coins,c,o,i,n,s,0.5342412451361865
325856,topes,t,o,p,e,s,0.5342412451361865
175346,loses,l,o,s,e,s,0.5342412451361865
68210,cooer,c,o,o,e,r,0.5342412451361864
276061,saber,s,a,b,e,r,0.5338521400778208
75271,cures,c,u,r,e,s,0.5330739299610894
261281,raves,r,a,v,e,s,0.5330739299610894
191114,modes,m,o,d,e,s,0.5330739299610894
236595,piles,p,i,l,e,s,0.5330739299610894
260697,rapes,r,a,p,e,s,0.5330739299610894
315480,tajes,t,a,j,e,s,0.5330739299610894
294511,slues,s,l,u,e,s,0.5330739299610894
279074,saver,s,a,v,e,r,0.5330739299610893
131940,hades,h,a,d,e,s,0.5326848249027236
141612,hires,h,i,r,e,s,0.5326848249027236
191653,momes,m,o,m,e,s,0.5326848249027235
71746,cozes,c,o,z,e,s,0.5326848249027235
179083,maned,m,a,n,e,d,0.5326848249027235
223821,palet,p,a,l,e,t,0.5326848249027234
366369,wires,w,i,r,e,s,0.5322957198443579
28146,barns,b,a,r,n,s,0.5322957198443579
361732,wades,w,a,d,e,s,0.5322957198443579
132951,hames,h,a,m,e,s,0.5322957198443579
109918,fared,f,a,r,e,d,0.5322957198443579
38406,bored,b,o,r,e,d,0.5322957198443578
198287,nenes,n,e,n,e,s,0.5322957198443578
362337,wames,w,a,m,e,s,0.531906614785992
169306,laves,l,a,v,e,s,0.531906614785992
297324,sooey,s,o,o,e,y,0.5315175097276262
40401,brees,b,r,e,e,s,0.5315175097276262
366111,wines,w,i,n,e,s,0.5311284046692606
117069,foret,f,o,r,e,t,0.5311284046692606
27564,banns,b,a,n,n,s,0.5311284046692605
357160,varec,v,a,r,e,c,0.5311284046692605
291645,sinew,s,i,n,e,w,0.5311284046692605
116012,fomes,f,o,m,e,s,0.5311284046692605
296630,solen,s,o,l,e,n,0.5311284046692604
37841,boned,b,o,n,e,d,0.5311284046692604
120862,gades,g,a,d,e,s,0.5307392996108948
361833,wages,w,a,g,e,s,0.5307392996108947
176598,maars,m,a,a,r,s,0.5307392996108947
223162,pains,p,a,i,n,s,0.5303501945525291
121692,games,g,a,m,e,s,0.5303501945525291
361116,voles,v,o,l,e,s,0.530350194552529
60323,cloes,c,l,o,e,s,0.530350194552529
46336,canis,c,a,n,i,s,0.530350194552529
109920,farer,f,a,r,e,r,0.5299610894941633
178104,makes,m,a,k,e,s,0.5299610894941632
38420,borer,b,o,r,e,r,0.5299610894941632
278576,sarus,s,a,r,u,s,0.5295719844357976
110558,faxes,f,a,x,e,s,0.5291828793774318
120957,gages,g,a,g,e,s,0.5291828793774317
49573,cater,c,a,t,e,r,0.5291828793774317
39280,boxes,b,o,x,e,s,0.5291828793774317
190912,moans,m,o,a,n,s,0.5291828793774317
69938,cosec,c,o,s,e,c,0.5291828793774316
36958,boars,b,o,a,r,s,0.5291828793774316
38418,borel,b,o,r,e,l,0.5287937743190659
76906,dared,d,a,r,e,d,0.5287937743190659
37861,boner,b,o,n,e,r,0.5287937743190658
164002,keres,k,e,r,e,s,0.5284046692607003
28891,batea,b,a,t,e,a,0.5284046692607002
51083,cepes,c,e,p,e,s,0.5284046692607002
109389,fakes,f,a,k,e,s,0.5284046692607002
32029,beret,b,e,r,e,t,0.5284046692607001
49551,catel,c,a,t,e,l,0.5280155642023344
187145,miles,m,i,l,e,s,0.5280155642023344
316653,tarns,t,a,r,n,s,0.5276264591439688
91257,domes,d,o,m,e,s,0.5276264591439687
326085,tored,t,o,r,e,d,0.5276264591439687
243217,popes,p,o,p,e,s,0.5272373540856029
26821,baled,b,a,l,e,d,0.5272373540856028
31592,benet,b,e,n,e,t,0.5272373540856028
328797,trees,t,r,e,e,s,0.5268482490272371
76914,darer,d,a,r,e,r,0.5264591439688714
112586,files,f,i,l,e,s,0.5264591439688714
91415,donet,d,o,n,e,t,0.5264591439688713
90872,doges,d,o,g,e,s,0.5264591439688713
325508,toned,t,o,n,e,d,0.5264591439688713
161693,joles,j,o,l,e,s,0.5260700389105056
48574,carrs,c,a,r,r,s,0.5260700389105056
357390,vases,v,a,s,e,s,0.5260700389105056
38019,booed,b,o,o,e,d,0.5260700389105055
297561,sords,s,o,r,d,s,0.5252918287937741
177917,mains,m,a,i,n,s,0.5252918287937741
292320,siree,s,i,r,e,e,0.5249027237354084
29498,beans,b,e,a,n,s,0.5249027237354084
208888,notes,n,o,t,e,s,0.5249027237354084
26833,baler,b,a,l,e,r,0.5249027237354082
174486,lodes,l,o,d,e,s,0.5245136186770426
69361,corns,c,o,r,n,s,0.5245136186770426
48153,carls,c,a,r,l,s,0.5241245136186768
144149,hoses,h,o,s,e,s,0.5241245136186768
276754,sayer,s,a,y,e,r,0.5241245136186768
361416,votes,v,o,t,e,s,0.5241245136186768
240099,plies,p,l,i,e,s,0.5241245136186768
282513,seams,s,e,a,m,s,0.5241245136186768
260827,rarer,r,a,r,e,r,0.5241245136186768
325519,toner,t,o,n,e,r,0.5241245136186767
296391,soger,s,o,g,e,r,0.5241245136186767
109280,fains,f,a,i,n,s,0.5237354085603111
279167,sawed,s,a,w,e,d,0.5237354085603111
181606,mazes,m,a,z,e,s,0.5237354085603111
325215,tokes,t,o,k,e,s,0.523735408560311
261339,raxes,r,a,x,e,s,0.5233463035019454
26494,bails,b,a,i,l,s,0.5233463035019453
66575,conns,c,o,n,n,s,0.5233463035019453
119234,froes,f,r,o,e,s,0.5229571984435796
223611,palea,p,a,l,e,a,0.5229571984435796
190921,moats,m,o,a,t,s,0.5229571984435795
174576,loges,l,o,g,e,s,0.5229571984435795
191302,moier,m,o,i,e,r,0.5229571984435795
260187,rakes,r,a,k,e,s,0.5225680933852138
276881,saker,s,a,k,e,r,0.5225680933852138
315581,taled,t,a,l,e,d,0.5225680933852137
44326,cadet,c,a,d,e,t,0.5225680933852137
318857,tenet,t,e,n,e,t,0.5225680933852137
110565,fazes,f,a,z,e,s,0.5221789883268482
194398,moves,m,o,v,e,s,0.5221789883268481
34986,bises,b,i,s,e,s,0.5221789883268481
193222,mopes,m,o,p,e,s,0.5221789883268481
190479,mites,m,i,t,e,s,0.5217898832684823
273528,roans,r,o,a,n,s,0.5217898832684823
134424,haves,h,a,v,e,s,0.5217898832684823
51447,cered,c,e,r,e,d,0.5217898832684822
363375,waves,w,a,v,e,s,0.5214007782101165
279168,sawer,s,a,w,e,r,0.5214007782101165
276877,sakel,s,a,k,e,l,0.5214007782101165
167494,lakes,l,a,k,e,s,0.5214007782101165
316834,tarts,t,a,r,t,s,0.5214007782101165
209919,oases,o,a,s,e,s,0.5214007782101165
68995,coree,c,o,r,e,e,0.5214007782101164
367965,wries,w,r,i,e,s,0.5214007782101164
28012,baris,b,a,r,i,s,0.5210116731517508
293133,skies,s,k,i,e,s,0.5210116731517508
28894,bated,b,a,t,e,d,0.5210116731517507
278932,sauls,s,a,u,l,s,0.5206225680933851
174124,loans,l,o,a,n,s,0.520622568093385
272920,riles,r,i,l,e,s,0.520622568093385
243385,pored,p,o,r,e,d,0.520622568093385
133743,harem,h,a,r,e,m,0.5202334630350193
315597,taler,t,a,l,e,r,0.5202334630350192
50442,celeb,c,e,l,e,b,0.5202334630350192
122016,gapes,g,a,p,e,s,0.5198443579766535
247340,prees,p,r,e,e,s,0.5198443579766535
172227,liles,l,i,l,e,s,0.5194552529182878
61694,codec,c,o,d,e,c,0.5194552529182876
51467,cerer,c,e,r,e,r,0.5194552529182876
276572,safer,s,a,f,e,r,0.519066147859922
179086,maneh,m,a,n,e,h,0.519066147859922
77376,dazes,d,a,z,e,s,0.5186770428015562
315410,tails,t,a,i,l,s,0.5186770428015562
29626,beats,b,e,a,t,s,0.5186770428015561
28902,bater,b,a,t,e,r,0.5186770428015561
310036,sudes,s,u,d,e,s,0.5182879377431906
243395,porer,p,o,r,e,r,0.5182879377431905
68308,coons,c,o,o,n,s,0.5182879377431904
278514,sarna,s,a,r,n,a,0.5178988326848248
260112,rains,r,a,i,n,s,0.5178988326848247
90541,doats,d,o,a,t,s,0.5178988326848246
114583,flies,f,l,i,e,s,0.517509727626459
245041,poxes,p,o,x,e,s,0.517509727626459
62571,coirs,c,o,i,r,s,0.5175097276264589
28897,batel,b,a,t,e,l,0.5175097276264589
109378,faits,f,a,i,t,s,0.5175097276264589
228825,pedes,p,e,d,e,s,0.5171206225680932
292323,siren,s,i,r,e,n,0.5171206225680932
91613,dopes,d,o,p,e,s,0.5171206225680931
92134,doves,d,o,v,e,s,0.5171206225680931
276512,sadis,s,a,d,i,s,0.5167315175097276
277528,samen,s,a,m,e,n,0.5167315175097275
90086,dites,d,i,t,e,s,0.5167315175097275
292616,sited,s,i,t,e,d,0.5167315175097275
196701,names,n,a,m,e,s,0.5167315175097275
292393,siris,s,i,r,i,s,0.5167315175097275
241427,pokes,p,o,k,e,s,0.5167315175097275
296867,solos,s,o,l,o,s,0.5167315175097275
332404,tunes,t,u,n,e,s,0.5167315175097275
261350,razes,r,a,z,e,s,0.5163424124513617
46534,canos,c,a,n,o,s,0.5163424124513617
360129,vires,v,i,r,e,s,0.5163424124513617
200188,nines,n,i,n,e,s,0.5159533073929959
121838,ganef,g,a,n,e,f,0.5155642023346303
277484,samas,s,a,m,a,s,0.5155642023346303
273571,robes,r,o,b,e,s,0.5155642023346302
62466,coils,c,o,i,l,s,0.5155642023346301
296044,sober,s,o,b,e,r,0.5155642023346301
223622,paled,p,a,l,e,d,0.5155642023346301
47930,carey,c,a,r,e,y,0.5151750972762644
169445,lazes,l,a,z,e,s,0.5151750972762644
277953,sanit,s,a,n,i,t,0.5151750972762644
133730,hared,h,a,r,e,d,0.5151750972762644
359910,vines,v,i,n,e,s,0.5151750972762644
48798,cased,c,a,s,e,d,0.5151750972762643
68202,cooee,c,o,o,e,e,0.5151750972762642
274365,ropes,r,o,p,e,s,0.5147859922178987
362598,wared,w,a,r,e,d,0.5147859922178987
274985,roves,r,o,v,e,s,0.5147859922178987
4773,aedes,a,e,d,e,s,0.5143968871595329
276631,sagas,s,a,g,a,s,0.5143968871595329
273303,rites,r,i,t,e,s,0.5143968871595329
227130,parts,p,a,r,t,s,0.5143968871595329
174208,lobes,l,o,b,e,s,0.5143968871595328
94980,eaves,e,a,v,e,s,0.5140077821011672
142882,homes,h,o,m,e,s,0.5140077821011672
317607,teats,t,e,a,t,s,0.514007782101167
316974,tater,t,a,t,e,r,0.514007782101167
69961,coset,c,o,s,e,t,0.514007782101167
223224,pairs,p,a,i,r,s,0.5136186770428014
368453,xeres,x,e,r,e,s,0.5136186770428014
260163,rajes,r,a,j,e,s,0.5136186770428014
175585,loves,l,o,v,e,s,0.5136186770428013
362391,waned,w,a,n,e,d,0.5136186770428013
175153,lopes,l,o,p,e,s,0.5136186770428013
173606,lites,l,i,t,e,s,0.5132295719844356
225065,pants,p,a,n,t,s,0.5132295719844356
118648,frees,f,r,e,e,s,0.5132295719844356
228432,peans,p,e,a,n,s,0.5132295719844356
223805,paler,p,a,l,e,r,0.5132295719844355
70278,coted,c,o,t,e,d,0.5132295719844355
132309,hayes,h,a,y,e,s,0.5128404669260699
76446,dalea,d,a,l,e,a,0.5128404669260698
48834,caser,c,a,s,e,r,0.5128404669260698
325196,toits,t,o,i,t,s,0.5128404669260697
33532,bides,b,i,d,e,s,0.5124513618677041
44567,caids,c,a,i,d,s,0.512451361867704
285265,senex,s,e,n,e,x,0.512451361867704
160059,jades,j,a,d,e,s,0.5120622568093385
131719,haars,h,a,a,r,s,0.5120622568093384
193388,morel,m,o,r,e,l,0.5120622568093383
47964,carex,c,a,r,e,x,0.5120622568093383
191870,moner,m,o,n,e,r,0.5120622568093383
297234,sonic,s,o,n,i,c,0.5120622568093383
68391,coots,c,o,o,t,s,0.5120622568093381
223126,pails,p,a,i,l,s,0.5116731517509726
277521,samek,s,a,m,e,k,0.5116731517509726
160268,james,j,a,m,e,s,0.5116731517509726
363416,waxes,w,a,x,e,s,0.5116731517509726
162992,kames,k,a,m,e,s,0.5116731517509726
294055,slier,s,l,i,e,r,0.5116731517509725
293736,slats,s,l,a,t,s,0.5116731517509725
283171,seers,s,e,e,r,s,0.5116731517509725
48816,casel,c,a,s,e,l,0.5116731517509725
191378,mokes,m,o,k,e,s,0.5116731517509725
132515,hakes,h,a,k,e,s,0.5112840466926069
297708,sorus,s,o,r,u,s,0.5112840466926069
33390,bices,b,i,c,e,s,0.5112840466926069
55296,choes,c,h,o,e,s,0.5112840466926067
